client_id,sessionId,deviceCategory,platform,dataSource,sessionDate,activityTime,source,medium,channelGrouping,campaign,keyword,hostname,landingPagePath,activityType,customDimension,pageview.pagePath,pageview.pageTitle
1008832220.1586008,1586007268,mobile,Android,web,2020-04-04,2020-04-04T13:34:28.483992Z,google,cpc,Display,pt_dsf_Python,(content targeting),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - Online Live Classroom - WeCloudData
1016307180.1575572,1580148939,mobile,iOS,web,2020-01-27,2020-01-27T18:15:39.779608Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - WeCloudData
1016307180.1575572,1580134793,mobile,iOS,web,2020-01-27,,,,,,,,,,,,
1016307180.1575572,1578673483,mobile,iOS,web,2020-01-10,2020-01-10T16:24:43.436830Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - WeCloudData
1016307180.1575572,1578665876,mobile,iOS,web,2020-01-10,2020-01-10T14:17:56.852276Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - WeCloudData
1016307180.1575572,1578629574,mobile,iOS,web,2020-01-09,,,,,,,,,,,,
1016307180.1575572,1578084019,mobile,iOS,web,2020-01-03,,,,,,,,,,,,
1016307180.1575572,1577992346,mobile,iOS,web,2020-01-02,,,,,,,,,,,,
1019004952.1580853,1581196388,mobile,iOS,web,2020-02-08,2020-02-08T21:13:08.849442Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
1019004952.1580853,1580878262,mobile,iOS,web,2020-02-04,,,,,,,,,,,,
1019004952.1580853,1580854466,mobile,iOS,web,2020-02-04,2020-02-04T22:14:26.892548Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
1019066695.1587052,1587856176,desktop,Windows,web,2020-04-25,,,,,,,,,,,,
1019066695.1587052,1587496969,desktop,Windows,web,2020-04-21,2020-04-21T19:22:49.053063Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
1019066695.1587052,1587051817,desktop,Windows,web,2020-04-16,,,,,,,,,,,,
1019073376.1576018,1585220447,mobile,Android,web,2020-03-26,,,,,,,,,,,,
1019073376.1576018,1585180334,mobile,Android,web,2020-03-25,,,,,,,,,,,,
1019073376.1576018,1585089571,mobile,Android,web,2020-03-24,2020-03-24T22:39:31.794284Z,m.facebook.com,referral,Social,(not set),(not set),weclouddata.com,/product/online-live-introduction-to-applied-deep-learning-3/,PAGEVIEW,[{'index': 1}],/product/online-live-introduction-to-applied-deep-learning-3/,[Online Live] Introduction to Applied Deep Learning - WeCloudData
1019073376.1576018,1585087510,mobile,Android,web,2020-03-24,,,,,,,,,,,,
1019073376.1576018,1582563363,mobile,Android,web,2020-02-24,2020-02-24T16:56:03.139543Z,m.facebook.com,referral,Social,(not set),(not set),weclouddata.com,/790-2/?fbclid=IwAR2wcAyltB5548O_Vp7dYNy3L1UgsOOSSdQEF0oPkKWzWUx3MrgtRnaTixI,PAGEVIEW,[{'index': 1}],/790-2/?fbclid=IwAR2wcAyltB5548O_Vp7dYNy3L1UgsOOSSdQEF0oPkKWzWUx3MrgtRnaTixI,Life is Science Fiction: AI Project Teaser - by Rhys Williams - WeCloudData
1019073376.1576018,1582468832,mobile,Android,web,2020-02-23,,,,,,,,,,,,
1019073376.1576018,1581894655,mobile,Android,web,2020-02-16,2020-02-16T23:10:55.908611Z,m.facebook.com,referral,Social,(not set),(not set),weclouddata.com,/790-2/?fbclid=IwAR0akflD5AzqPTsMBQqW7FNZYNDrFM32wLVLSt5kEodneOkMfV5bI7nU8fs,PAGEVIEW,[{'index': 1}],/790-2/?fbclid=IwAR0akflD5AzqPTsMBQqW7FNZYNDrFM32wLVLSt5kEodneOkMfV5bI7nU8fs,Life is Science Fiction: AI Project Teaser - by Rhys Williams - WeCloudData
1019073376.1576018,1580755900,mobile,Android,web,2020-02-03,2020-02-03T18:51:40.794842Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/blog/,PAGEVIEW,[{'index': 1}],/blog/,Blog - WeCloudData
1019073376.1576018,1580741581,mobile,Android,web,2020-02-03,,,,,,,,,,,,
1019073376.1576018,1580219463,mobile,Android,web,2020-01-28,,,,,,,,,,,,
1019073376.1576018,1580084799,mobile,Android,web,2020-01-26,,,,,,,,,,,,
1019073376.1576018,1579861131,mobile,Android,web,2020-01-24,,,,,,,,,,,,
1019073376.1576018,1579699150,mobile,Android,web,2020-01-22,,,,,,,,,,,,
1019073376.1576018,1579602369,mobile,Android,web,2020-01-21,,,,,,,,,,,,
1019073376.1576018,1579507352,mobile,Android,web,2020-01-20,,,,,,,,,,,,
1019073376.1576018,1579368225,mobile,Android,web,2020-01-18,2020-01-18T17:23:45.730769Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/learning-paths/,PAGEVIEW,[{'index': 1}],/learning-paths/,Learning Paths - WeCloudData
1019073376.1576018,1579366208,mobile,Android,web,2020-01-18,,,,,,,,,,,,
1019073376.1576018,1579102036,mobile,Android,web,2020-01-15,,,,,,,,,,,,
1019073376.1576018,1579042263,mobile,Android,web,2020-01-14,,,,,,,,,,,,
1019073376.1576018,1578326397,mobile,Android,web,2020-01-06,2020-01-06T15:59:57.449146Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/learning-paths/,PAGEVIEW,[{'index': 1}],/learning-paths/,Learning Paths - WeCloudData
1019073376.1576018,1578321517,mobile,Android,web,2020-01-06,,,,,,,,,,,,
102242759.15761773,1581042530,mobile,Android,web,2020-02-06,2020-02-07T02:28:50.949855Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
102242759.15761773,1578815908,mobile,Android,web,2020-01-12,2020-01-12T07:58:28.508446Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Scinece and AI Courses in Canada | WeCloudData
102242759.15761773,1578192478,mobile,Android,web,2020-01-04,2020-01-05T02:47:58.967414Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Scinece and AI Courses in Canada | WeCloudData
1024582639.1578944,1579115692,desktop,Macintosh,web,2020-01-15,,,,,,,,,,,,
1024582639.1578944,1579101979,desktop,Macintosh,web,2020-01-15,,,,,,,,,,,,
1024582639.1578944,1578943050,desktop,Macintosh,web,2020-01-13,,,,,,,,,,,,
1027023492.1582868,1583702397,mobile,Android,web,2020-03-08,2020-03-08T21:19:57.036567Z,google,cpc,Paid Search,Full-time Bootcamp,data science master canada,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Training in Canada | Diploma Program | WeCloudData
1027023492.1582868,1583687958,mobile,Android,web,2020-03-08,2020-03-08T17:19:18.535423Z,google,cpc,Paid Search,Full-time Bootcamp,data science master canada,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Training in Canada | Diploma Program | WeCloudData
1027023492.1582868,1582868376,mobile,Android,web,2020-02-28,2020-02-28T05:39:36.912326Z,google,cpc,Paid Search,Full-time Bootcamp,data science master canada,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Training in Canada | Diploma Program | WeCloudData
1028282571.1578616,1578719825,mobile,iOS,web,2020-01-11,2020-01-11T05:17:05.309282Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/learning-paths/,PAGEVIEW,[{'index': 1}],/learning-paths/,Learning Paths - WeCloudData
1028282571.1578616,1578691400,mobile,iOS,web,2020-01-10,,,,,,,,,,,,
1028282571.1578616,1578632153,mobile,iOS,web,2020-01-09,2020-01-10T04:55:53.193718Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Scinece and AI Courses in Canada | WeCloudData
1028282571.1578616,1578620330,mobile,iOS,web,2020-01-09,2020-01-10T01:38:50.414044Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Scinece and AI Courses in Canada | WeCloudData
1028282571.1578616,1578616065,mobile,iOS,web,2020-01-09,,,,,,,,,,,,
1028629406.1585875,1585875100,mobile,Android,web,2020-04-02,2020-04-03T00:51:40.136677Z,google,cpc,Paid Search,pt_dsf_Python,learn to use python,weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - Online Live Classroom - WeCloudData
1028629406.1585875,1585874513,mobile,Android,web,2020-04-02,2020-04-03T00:41:53.127875Z,google,cpc,Paid Search,pt_dsf_Python,learn python scripting,weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - Online Live Classroom - WeCloudData
1028629406.1585875,1585874233,mobile,Android,web,2020-04-02,2020-04-03T00:37:13.223529Z,google,cpc,Paid Search,pt_dsf_Python,python code examples for beginners,weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - Online Live Classroom - WeCloudData
1030154834.1587012,1587108197,mobile,Android,web,2020-04-17,2020-04-17T07:23:17.429990Z,google,cpc,Paid Search,ds_bootcamp_042020,computer science in engineering,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Bootcamp in Canada | Diploma Program | WeCloudData
1030154834.1587012,1587021930,mobile,Android,web,2020-04-16,2020-04-16T07:25:30.735508Z,google,cpc,Paid Search,ds_bootcamp_042020,computer science in engineering,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Bootcamp in Canada | Diploma Program | WeCloudData
1030154834.1587012,1587012308,mobile,Android,web,2020-04-16,2020-04-16T04:45:08.795886Z,google,cpc,Paid Search,ds_bootcamp_042020,computer science in engineering,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Bootcamp in Canada | Diploma Program | WeCloudData
1030925000.1582428,1582608625,desktop,Windows,web,2020-02-25,,,,,,,,,,,,
1030925000.1582428,1582606107,desktop,Windows,web,2020-02-24,,,,,,,,,,,,
1030925000.1582428,1582569520,desktop,Windows,web,2020-02-24,,,,,,,,,,,,
1030925000.1582428,1582522271,desktop,Windows,web,2020-02-24,,,,,,,,,,,,
1030925000.1582428,1582430542,desktop,Windows,web,2020-02-22,2020-02-23T04:02:22.686071Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/data-science-with-python/,PAGEVIEW,[{'index': 1}],/courses/data-science-with-python/,Data Science Course | Python | WeCloudData Toronto
1030925000.1582428,1582427850,desktop,Windows,web,2020-02-22,,,,,,,,,,,,
1031485679.1578412,1580224877,desktop,Windows,web,2020-01-28,2020-01-28T15:21:17.636943Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - WeCloudData
1031485679.1578412,1579393359,desktop,Windows,web,2020-01-18,2020-01-19T00:22:39.046441Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - WeCloudData
1031485679.1578412,1578667868,desktop,Windows,web,2020-01-10,,,,,,,,,,,,
1031485679.1578412,1578575186,desktop,Windows,web,2020-01-09,2020-01-09T13:06:26.062256Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/applied-deep-learning/,PAGEVIEW,[{'index': 1}],/courses/applied-deep-learning/,Applied Deep Learning - WeCloudData
1031485679.1578412,1578515866,desktop,Windows,web,2020-01-08,,,,,,,,,,,,
1031485679.1578412,1578424555,desktop,Windows,web,2020-01-07,,,,,,,,,,,,
1031485679.1578412,1578413992,desktop,Windows,web,2020-01-07,2020-01-07T16:19:52.477503Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - WeCloudData
1031485679.1578412,1578411225,desktop,Windows,web,2020-01-07,,,,,,,,,,,,
1032264397.157861,1578619409,desktop,Macintosh,web,2020-01-09,,,,,,,,,,,,
1032264397.157861,1578616642,desktop,Macintosh,web,2020-01-09,,,,,,,,,,,,
1032264397.157861,1578610334,desktop,Macintosh,web,2020-01-09,,,,,,,,,,,,
1034534711.1576692,1578138396,desktop,Windows,web,2020-01-04,2020-01-04T11:46:36.722421Z,medium.com,referral,Referral,(not set),(not set),weclouddata.com,/blog/,PAGEVIEW,[{'index': 1}],/blog/,Blog - WeCloudData
1034534711.1576692,1578082728,desktop,Windows,web,2020-01-03,2020-01-03T20:18:48.186244Z,medium.com,referral,Referral,(not set),(not set),weclouddata.com,/blog/,PAGEVIEW,[{'index': 1}],/blog/,Blog - WeCloudData
1034534711.1576692,1578060846,desktop,Windows,web,2020-01-03,2020-01-03T14:14:06.677706Z,medium.com,referral,Referral,(not set),(not set),weclouddata.com,/blog/,PAGEVIEW,[{'index': 1}],/blog/,Blog - WeCloudData
1034534711.1576692,1578041400,desktop,Windows,web,2020-01-03,2020-01-03T08:50:00.103011Z,medium.com,referral,Referral,(not set),(not set),weclouddata.com,/blog/,PAGEVIEW,[{'index': 1}],/blog/,Blog - WeCloudData
1034954295.1578336,1578337994,mobile,Android,web,2020-01-06,2020-01-06T19:13:14.717079Z,google,cpc,Paid Search,Full-time Bootcamp,data science in,weclouddata.com,/courses/,PAGEVIEW,[{'index': 1}],/courses/,Courses Archive - WeCloudData
1034954295.1578336,1578335599,mobile,Android,web,2020-01-06,,,,,,,,,,,,
1034954295.1578336,1578335036,mobile,Android,web,2020-01-06,2020-01-06T18:23:56.266134Z,google,cpc,Paid Search,Full-time Bootcamp,data science certificate programs,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Training in Canada | Diploma Program | WeCloudData
1035611204.157821,1579299618,desktop,Windows,web,2020-01-17,,,,,,,,,,,,
1035611204.157821,1579294747,desktop,Windows,web,2020-01-17,,,,,,,,,,,,
1035611204.157821,1579249715,desktop,Windows,web,2020-01-17,,,,,,,,,,,,
1035611204.157821,1578672006,desktop,Windows,web,2020-01-10,2020-01-10T16:00:06.055425Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Scinece and AI Courses in Canada | WeCloudData
1035611204.157821,1578587566,desktop,Windows,web,2020-01-09,2020-01-09T16:32:46.062580Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Scinece and AI Courses in Canada | WeCloudData
1035611204.157821,1578417268,desktop,Windows,web,2020-01-07,2020-01-07T17:14:28.432408Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Scinece and AI Courses in Canada | WeCloudData
1035611204.157821,1578412628,desktop,Windows,web,2020-01-07,2020-01-07T15:57:08.115524Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Scinece and AI Courses in Canada | WeCloudData
1035611204.157821,1578351412,desktop,Windows,web,2020-01-06,,,,,,,,,,,,
1035611204.157821,1578335771,desktop,Windows,web,2020-01-06,,,,,,,,,,,,
1035611204.157821,1578210410,desktop,Windows,web,2020-01-05,,,,,,,,,,,,
1037946190.1580346,1581655982,desktop,Windows,web,2020-02-14,,,,,,,,,,,,
1037946190.1580346,1581440624,desktop,Windows,web,2020-02-11,2020-02-11T17:03:44.360761Z,wcd.blue,referral,Referral,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
1037946190.1580346,1580931455,desktop,Windows,web,2020-02-05,,,,,,,,,,,,
1037946190.1580346,1580405106,desktop,Windows,web,2020-01-30,,,,,,,,,,,,
1037946190.1580346,1580346726,desktop,Windows,web,2020-01-29,2020-01-30T01:12:06.692123Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Training in Canada | Diploma Program | WeCloudData
1039710100.1580693,1583799702,desktop,Macintosh,web,2020-03-09,,,,,,,,,,,,
1039710100.1580693,1582221707,desktop,Macintosh,web,2020-02-20,,,,,,,,,,,,
1039710100.1580693,1582218346,desktop,Macintosh,web,2020-02-20,,,,,,,,,,,,
1039710100.1580693,1582082932,desktop,Macintosh,web,2020-02-18,2020-02-19T03:28:52.240695Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
1039710100.1580693,1580838417,desktop,Macintosh,web,2020-02-04,,,,,,,,,,,,
1039710100.1580693,1580691703,desktop,Macintosh,web,2020-02-02,,,,,,,,,,,,
1039964451.1587032,1587032527,mobile,Android,web,2020-04-16,,,,,,,,,,,,
1039964451.1587032,1587032315,mobile,Android,web,2020-04-16,,,,,,,,,,,,
1039964451.1587032,1587032209,mobile,Android,web,2020-04-16,2020-04-16T10:16:49.245232Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/learning-paths/?learning_path=42,PAGEVIEW,[{'index': 1}],/learning-paths/?learning_path=42,Learning Paths - WeCloudData
1042001707.1583776,1585535389,desktop,Macintosh,web,2020-03-29,,,,,,,,,,,,
1042001707.1583776,1585179321,desktop,Macintosh,web,2020-03-25,2020-03-25T23:35:21.554624Z,wcd.blue,referral,Referral,(not set),(not set),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - WeCloudData
1042001707.1583776,1585179219,desktop,Macintosh,web,2020-03-25,2020-03-25T23:33:39.842277Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
1042001707.1583776,1585170876,desktop,Macintosh,web,2020-03-25,2020-03-25T21:14:36.375831Z,google,cpc,Paid Search,wcd_pt_big data,online learning data,weclouddata.com,/courses/big-data-for-data-scientists/,PAGEVIEW,[{'index': 1}],/courses/big-data-for-data-scientists/,Big Data for Data Scientists - WeCloudData
1042001707.1583776,1585013164,desktop,Macintosh,web,2020-03-23,2020-03-24T01:26:04.533381Z,databricks-prod-cloudfront.cloud.databricks.com,referral,Referral,(not set),(not set),weclouddata.com,/courses/applied-deep-learning/,PAGEVIEW,[{'index': 1}],/courses/applied-deep-learning/,Applied Deep Learning - WeCloudData
1042001707.1583776,1584405124,desktop,Macintosh,web,2020-03-16,,,,,,,,,,,,
1042001707.1583776,1583776476,desktop,Macintosh,web,2020-03-09,,,,,,,,,,,,
1042138199.1581424,1583646339,mobile,iOS,web,2020-03-08,2020-03-08T05:45:39.759667Z,google,cpc,Paid Search,Full-time Bootcamp,data science jobs,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Training in Canada | Diploma Program | WeCloudData
1042138199.1581424,1583643095,mobile,iOS,web,2020-03-07,2020-03-08T04:51:35.797574Z,google,cpc,Paid Search,Full-time Bootcamp,data science jobs,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Training in Canada | Diploma Program | WeCloudData
1042138199.1581424,1581424869,mobile,iOS,web,2020-02-11,2020-02-11T12:41:09.899885Z,google,cpc,Paid Search,Full-time Bootcamp,data scientist i,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Training in Canada | Diploma Program | WeCloudData
1043619358.1585504,1585505531,mobile,Android,web,2020-03-29,2020-03-29T18:12:11.689704Z,google,cpc,Display,BigData_032020_Blobal,(content targeting),weclouddata.com,/courses/big-data-for-data-scientists/,PAGEVIEW,[{'index': 1}],/courses/big-data-for-data-scientists/,Big Data for Data Scientists - WeCloudData
1043619358.1585504,1585505510,mobile,Android,web,2020-03-29,2020-03-29T18:11:50.103093Z,googleads.g.doubleclick.net,referral,Referral,(not set),(not set),weclouddata.com,/courses/big-data-for-data-scientists/,PAGEVIEW,[{'index': 1}],/courses/big-data-for-data-scientists/,Big Data for Data Scientists - WeCloudData
1043619358.1585504,1585505445,mobile,Android,web,2020-03-29,,,,,,,,,,,,
1043775370.1583962,1584299626,desktop,Macintosh,web,2020-03-15,2020-03-15T19:13:46.807574Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
1043775370.1583962,1584290079,desktop,Macintosh,web,2020-03-15,,,,,,,,,,,,
1043775370.1583962,1583962634,desktop,Macintosh,web,2020-03-11,,,,,,,,,,,,
1044697815.1580673,1581002624,desktop,Windows,web,2020-02-06,2020-02-06T15:23:44.824408Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/fraud-analytics-ml-tutorial-on-dealing-with-an-imbalanced-data-set/,PAGEVIEW,[{'index': 1}],/fraud-analytics-ml-tutorial-on-dealing-with-an-imbalanced-data-set/,[Student Project] Fraud Analytics: ML Tutorial on Dealing with an Imbalanced Dataset - WeCloudData
1044697815.1580673,1580835991,desktop,Windows,web,2020-02-04,2020-02-04T17:06:31.853218Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/fraud-analytics-ml-tutorial-on-dealing-with-an-imbalanced-data-set/,PAGEVIEW,[{'index': 1}],/fraud-analytics-ml-tutorial-on-dealing-with-an-imbalanced-data-set/,[Student Project] Fraud Analytics: ML Tutorial on Dealing with an Imbalanced Dataset - WeCloudData
1044697815.1580673,1580763658,desktop,Windows,web,2020-02-03,2020-02-03T21:00:58.739298Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/fraud-analytics-ml-tutorial-on-dealing-with-an-imbalanced-data-set/,PAGEVIEW,[{'index': 1}],/fraud-analytics-ml-tutorial-on-dealing-with-an-imbalanced-data-set/,[Student Project] Fraud Analytics: ML Tutorial on Dealing with an Imbalanced Dataset - WeCloudData
